@id,@lon,@lat,name,fuel:diesel,operator,brand,tenant,opening_hours,payment:cash,payment:mastercard,payment:visa,payment:diners_club,payment:maestro,fuel:octane_95,fuel:octane_98,fuel:lpg,building=yes,building:roof,covered=yes,rating,numRating
1.00E+15,21.6291872,41.9550176,Макпетрол,,Макпетрол,Макпетрол,,,,,,,,,,,,,,,
1.00E+15,21.5791711,41.963618,Lukoil,,,Lukoil,,,,,,,,,,,,,,,
1.00E+15,21.5792763,41.9636681,LUK,,,,,,,,,,,,,,,,,,
1.00E+15,21.40456,42.0144679,Лукоил,,,,,,,,,,,,,,,,,,
1.00E+15,21.5333176,41.3275399,Макпетрол 025,,,,,,,,,,,,,,,,,,
1.00E+15,20.7893558,41.1245924,Okta,,Окта,,,,,,,,,,,,,,,,
1.00E+15,22.1932208,41.7437046,Макпетрол,yes,,,,24/7,,,,,,yes,yes,yes,,,,,
1.00E+15,22.1922502,41.7438104,Макпетрол,,,,,,,,,,,,,,,,,,
1.00E+15,22.1786862,41.7513998,Ваго Петрол,,,,,,,,,,,,,,,,,,
1.00E+15,22.1764095,41.7530824,Лукойл,,,,,,,,,,,,,,,,,,
1.00E+15,22.1808482,41.7484064,Никопетрол,,,,,,,,,,,,,,,,,,
1.00E+15,21.3649723,42.0709055,Стенковец,,,,,,,,,,,,,,,,,,
1.00E+15,21.5087247,42.0106095,Макпетрол,,,Макпетрол,,,,,,,,,,,,,,,
1.00E+15,21.3956509,42.0145106,Toptrade,,,Toptrade,,,,,,,,,,,,,,,
1.00E+15,21.4784287,42.0037583,Макпетрол,,,,,,,,,,,,,,,,,,
1.00E+15,21.4804013,41.9964563,Детоил,,,,,,,,,,,,,,,,,,
1.00E+15,21.4507722,41.9960729,Макпетрол,yes,Makpetrol,Макпетрол,,24/7,,yes,yes,yes,,yes,yes,,,,,,
1.00E+15,21.4439566,41.9901388,Макпетрол,,,,,,,,,,,,,,,,,,
1.00E+15,21.4438982,42.0163381,Макпетрол,yes,Makpetrol,Макпетрол,,24/7,,yes,yes,yes,,yes,yes,,,,,,
1.00E+15,21.432442,42.0114115,Арка Петрол,,,,,,,,,,,,,,,,,,
1.00E+15,21.48319,41.9841987,Макпетрол,,,,,,,,,,,,,,,,,,
1.00E+15,21.3764639,42.0062875,Макпетрол,yes,Makpetrol,Макпетрол,,24/7,,yes,yes,yes,,yes,yes,yes,,,,,
1.00E+15,21.3743455,42.0073138,Макпетрол,yes,,,,24/7,,,,,,yes,yes,,,,,,
1.00E+15,21.8793234,42.1600362,Wiena Petrol,,Wiena Petrol,,,,,,,,,,,,,,,,
1.00E+15,20.8983331,41.7952571,Макпетрол,,,Макпетрол,,,,,,,,,,,,,,,
1.00E+15,21.3906161,42.0437329,Euro Activa,,,Aktiva Petrol,,,,,,,,,,,,,,,
1.00E+15,21.4522517,41.9827125,Okta,,,Okta,,,,,,,,,,,,,,,
1.00E+15,21.334083,42.0071986,Макпетрол,,,,,,,,,,,,,,,,,,
1.00E+15,21.4578041,41.9728871,Лукоил,,,Лукоил,,,,,,,,,,,,,,,
1.00E+15,21.4576157,41.9729932,Лукоил,,,Лукоил,,,,,,,,,,,,,,,
1.00E+15,21.5717248,41.9972473,Макпетрол,,,,,,,,,,,,,,,,,,
